Amount,Frequency,Location,Device,Time,AccountAge,Fraud
136431,10,Different City,ATM,Afternoon,33,0
43562,8,Different City,POS,Afternoon,111,0
60135,10,International,Web,Afternoon,70,0
20166,7,Same City,ATM,Night,56,0
93915,8,Different City,Mobile,Night,48,0
198078,2,Different City,ATM,Night,108,0
3004,4,Same City,POS,Afternoon,118,0
107704,2,Same City,POS,Evening,11,0
81179,4,Same City,Web,Morning,36,0
93347,1,International,Web,Afternoon,116,0
83190,6,International,ATM,Afternoon,27,1
60126,8,Different City,Mobile,Night,61,0
135030,3,International,POS,Afternoon,99,0
56394,3,Same City,Web,Night,115,0
28828,1,International,Web,Morning,60,0
63461,5,International,POS,Night,16,0
118556,9,Same City,Web,Evening,20,0
32907,7,Same City,ATM,Morning,16,0
80382,6,International,Mobile,Morning,22,1
8770,2,International,Mobile,Night,24,0
64540,6,Same City,Mobile,Afternoon,33,0
102036,3,Same City,POS,Night,61,0
193833,7,International,Web,Night,70,1
89104,7,Same City,ATM,Morning,81,0
122923,5,Different City,POS,Morning,25,0
43185,9,Same City,Mobile,Afternoon,94,0
139534,2,Same City,Mobile,Evening,39,0
29400,2,Different City,Mobile,Morning,37,0
38947,8,Different City,POS,Evening,61,0
132940,4,Same City,ATM,Morning,83,0
105298,6,International,POS,Night,29,1
38920,3,Different City,Web,Morning,28,0
84084,5,International,POS,Afternoon,49,0
172885,4,Different City,POS,Night,4,0
141308,10,International,Mobile,Evening,40,1
88553,2,Different City,POS,Evening,60,0
48803,8,Same City,ATM,Night,110,0
197860,9,Different City,ATM,Evening,86,0
60987,7,International,Mobile,Evening,50,0
172885,1,Same City,ATM,Night,51,0
123200,3,International,POS,Morning,39,0
78362,10,Same City,POS,Night,2,0
181671,5,Same City,Web,Afternoon,113,0
163952,7,International,ATM,Night,8,1
94929,4,International,Mobile,Afternoon,95,0
171083,2,International,POS,Night,61,0
42748,6,Different City,Mobile,Afternoon,99,0
70263,1,Same City,Web,Morning,93,0
137612,1,Different City,Mobile,Morning,98,0
179139,6,Different City,ATM,Afternoon,31,0
127863,2,Different City,ATM,Night,119,0
28306,2,International,POS,Evening,32,0
7910,5,International,POS,Morning,111,0
37501,1,Different City,Web,Morning,85,0
177134,1,International,ATM,Night,33,0
29094,5,Same City,Mobile,Afternoon,5,0
142715,1,Same City,ATM,Night,35,0
188277,2,International,Web,Night,67,0
197016,3,International,POS,Morning,58,0
176636,9,Different City,POS,Evening,91,0
118425,1,International,Web,Afternoon,103,0
51927,3,Different City,Web,Afternoon,23,0
64754,9,Different City,Mobile,Night,91,0
39860,1,Same City,Mobile,Morning,93,0
163385,6,Same City,POS,Night,23,0
195632,8,Same City,ATM,Night,75,0
141035,8,Different City,POS,Afternoon,82,0
145360,9,International,POS,Night,105,1
116894,8,International,Mobile,Night,106,1
92561,10,Different City,POS,Afternoon,42,0
22494,10,Different City,Web,Night,23,0
142738,3,International,Mobile,Night,66,0
80140,7,Same City,Mobile,Afternoon,57,0
150956,8,Same City,POS,Afternoon,112,0
38990,7,International,ATM,Evening,32,0
555,10,Different City,ATM,Afternoon,84,0
57642,1,Same City,Mobile,Afternoon,108,0
159765,8,Same City,POS,Morning,74,0
132710,9,Different City,POS,Night,56,0
102005,1,International,Mobile,Afternoon,58,0
108243,10,Same City,Web,Afternoon,72,0
51099,5,Same City,ATM,Night,82,0
110644,6,Different City,Web,Evening,3,0
76144,5,Same City,Mobile,Afternoon,30,0
17458,5,Same City,Mobile,Afternoon,83,0
114849,4,International,Mobile,Night,84,0
175833,10,International,POS,Morning,26,1
59221,2,Same City,Mobile,Night,97,0
118239,10,Same City,Web,Afternoon,84,0
180209,4,Same City,Mobile,Afternoon,79,0
187206,2,Different City,POS,Afternoon,101,0
72217,2,Different City,Mobile,Afternoon,98,0
87958,8,Same City,POS,Morning,53,0
115392,6,Different City,ATM,Evening,87,0
145968,9,Different City,POS,Afternoon,16,0
90958,8,Same City,POS,Evening,89,0
89835,3,International,Web,Evening,44,0
34762,10,Different City,ATM,Afternoon,3,0
15317,8,International,Web,Morning,95,0
24809,9,Same City,ATM,Night,14,0
53071,9,Different City,ATM,Evening,51,0
63399,1,International,Web,Morning,15,0
82332,3,International,Mobile,Afternoon,97,0
107162,4,Different City,Mobile,Night,102,0
122431,9,Same City,POS,Night,91,0
134852,2,International,Mobile,Afternoon,98,0
133892,7,International,Web,Morning,120,1
98537,10,International,POS,Night,33,1
2804,10,International,POS,Night,90,0
71972,7,Different City,POS,Evening,39,0
34285,3,International,ATM,Afternoon,89,0
165931,3,International,ATM,Night,5,0
129777,10,International,Mobile,Morning,89,1
22778,4,Different City,POS,Night,20,0
177488,7,International,Mobile,Morning,2,1
64307,2,Same City,POS,Afternoon,117,0
174916,1,Same City,ATM,Night,61,0
82823,8,International,Mobile,Morning,103,1
87558,1,International,Mobile,Morning,88,0
67870,10,International,Mobile,Morning,58,0
137457,7,International,POS,Evening,10,1
104329,1,Different City,ATM,Afternoon,34,0
159783,10,International,POS,Evening,21,1
144969,1,Same City,ATM,Morning,85,0
46665,3,Different City,Mobile,Morning,32,0
92180,10,Different City,POS,Morning,62,0
79942,10,Different City,Mobile,Night,7,0
14102,2,Same City,Mobile,Evening,12,0
14181,9,Different City,Mobile,Evening,86,0
61303,3,Different City,Mobile,Night,50,0
76274,7,Different City,Web,Afternoon,16,0
194991,1,International,Web,Afternoon,73,0
4507,7,Same City,Web,Morning,89,0
99245,8,Same City,Mobile,Morning,98,0
129009,8,Different City,Web,Evening,10,0
38293,2,Different City,Web,Night,71,0
87659,10,International,POS,Morning,9,1
3072,1,Same City,POS,Night,4,0
32596,4,Same City,Web,Afternoon,78,0
87846,2,International,Web,Morning,95,0
65888,7,Same City,Web,Afternoon,72,0
161818,5,Different City,POS,Evening,10,0
75577,1,Different City,ATM,Night,9,0
79224,1,Same City,Web,Afternoon,118,0
48706,4,International,ATM,Night,68,0
74102,1,Same City,ATM,Night,14,0
20196,7,International,Mobile,Evening,115,0
141535,10,Same City,Mobile,Evening,24,0
69635,2,Same City,Web,Afternoon,70,0
125871,10,Different City,ATM,Afternoon,35,0
91487,4,Different City,POS,Night,88,0
61391,10,International,Web,Afternoon,48,0
139239,1,Different City,ATM,Evening,116,0
115123,7,Different City,POS,Evening,89,0
81029,3,Different City,POS,Afternoon,58,0
5199,4,International,POS,Morning,111,0
147173,7,Different City,Web,Afternoon,64,0
121627,5,Same City,ATM,Morning,42,0
187419,9,International,POS,Morning,118,1
148472,7,Different City,ATM,Evening,22,0
143169,5,Same City,Web,Evening,96,0
184216,4,Same City,Mobile,Morning,72,0
74397,9,Same City,POS,Morning,107,0
142443,7,Different City,POS,Night,2,0
132884,9,Different City,Web,Evening,59,0
138844,6,Different City,Web,Afternoon,65,0
191824,2,International,Mobile,Afternoon,36,0
142517,10,Same City,Mobile,Morning,69,0
132350,9,Different City,Web,Evening,60,0
164297,8,Different City,Web,Evening,5,0
88548,6,Same City,POS,Night,25,0
76350,10,International,Web,Evening,40,0
196145,2,International,POS,Night,21,0
109265,8,Same City,Web,Morning,4,0
72208,9,International,POS,Night,71,0
133300,3,Different City,ATM,Morning,12,0
184220,9,Different City,Web,Evening,101,0
145248,2,Same City,POS,Morning,3,0
177724,8,Same City,Mobile,Evening,63,0
122735,8,Same City,POS,Night,99,0
83288,5,Different City,Web,Afternoon,52,0
28097,7,Different City,Web,Evening,66,0
83980,5,International,POS,Night,73,0
193823,3,Different City,Mobile,Morning,48,0
49369,3,International,Mobile,Morning,42,0
53302,10,International,Mobile,Morning,110,0
165589,8,Different City,ATM,Evening,63,0
37012,3,Same City,Web,Evening,13,0
50444,10,Same City,POS,Morning,8,0
121387,1,Same City,Web,Night,67,0
120763,8,Different City,Web,Afternoon,55,0
65544,10,Same City,POS,Evening,103,0
116938,3,International,Mobile,Night,79,0
85619,6,International,Web,Afternoon,65,1
129479,7,Same City,ATM,Evening,35,0
64262,1,Same City,Mobile,Morning,60,0
162508,2,Same City,Web,Morning,86,0
127250,4,International,Web,Night,33,0
126524,8,Different City,Mobile,Evening,69,0
100050,3,Different City,POS,Afternoon,60,0
145629,6,Same City,POS,Evening,116,0
70720,8,Different City,ATM,Night,11,0
25775,2,Different City,Web,Morning,44,0
120116,2,International,POS,Afternoon,53,0
127916,3,Different City,ATM,Morning,73,0
110230,9,Same City,Mobile,Morning,52,0
113932,2,International,Web,Afternoon,25,0
2725,3,International,ATM,Morning,113,0
128115,3,Same City,ATM,Night,28,0
60733,1,Different City,POS,Afternoon,65,0
58372,8,Same City,ATM,Afternoon,64,0
50458,10,Same City,Web,Morning,14,0
163174,6,International,Web,Afternoon,102,1
62978,7,Different City,POS,Evening,47,0
124075,5,Different City,ATM,Morning,110,0
68083,9,Same City,Web,Evening,37,0
155541,6,Different City,Web,Morning,103,0
102781,9,International,ATM,Morning,23,1
194835,4,Same City,POS,Night,59,0
100022,3,Different City,POS,Night,88,0
122792,6,Same City,POS,Evening,39,0
196456,3,Different City,Mobile,Night,32,0
116072,4,Different City,ATM,Afternoon,102,0
53143,6,Same City,POS,Evening,99,0
142236,4,Same City,Web,Afternoon,86,0
38042,3,International,Mobile,Morning,88,0
46967,7,International,Mobile,Afternoon,106,0
184225,2,International,ATM,Night,117,0
50624,10,Different City,Web,Afternoon,107,0
71661,8,Same City,Web,Evening,64,0
11388,5,Same City,POS,Morning,94,0
180485,9,Same City,ATM,Night,27,0
129272,3,Different City,POS,Night,82,0
111568,5,Same City,Mobile,Evening,29,0
65394,8,International,ATM,Evening,102,0
123485,9,International,ATM,Night,71,1
121353,5,Different City,Web,Evening,83,0
101345,7,International,ATM,Morning,24,1
144591,6,Same City,POS,Afternoon,56,0
195773,2,Same City,Mobile,Night,30,0
120472,3,International,Mobile,Evening,54,0
83330,5,International,Web,Night,62,0
34063,8,Same City,Web,Morning,74,0
110365,4,Different City,Mobile,Afternoon,27,0
170921,10,International,ATM,Afternoon,109,1
147936,1,Different City,Mobile,Morning,106,0
107204,6,International,ATM,Night,12,1
120565,10,Same City,ATM,Evening,57,0
140171,10,Same City,Mobile,Evening,14,0
80469,1,Same City,Web,Afternoon,49,0
169670,4,Same City,Mobile,Evening,104,0
24252,2,Different City,Mobile,Evening,35,0
165573,6,Same City,ATM,Morning,107,0
100953,9,Same City,POS,Night,85,0
178416,6,Different City,Web,Night,31,0
44724,4,Different City,Web,Afternoon,119,0
186994,5,Different City,ATM,Afternoon,93,0
125713,2,Same City,Mobile,Evening,102,0
25080,10,International,POS,Afternoon,19,0
18326,1,Different City,ATM,Evening,83,0
156396,6,International,POS,Morning,20,1
111919,9,Same City,Web,Night,55,0
83837,7,Same City,Web,Afternoon,90,0
176855,3,Same City,ATM,Night,97,0
14255,7,International,Web,Evening,56,0
91433,4,International,ATM,Morning,65,0
93706,3,Different City,ATM,Night,52,0
48511,10,International,ATM,Evening,6,0
181609,10,International,Web,Morning,71,1
83424,4,International,ATM,Morning,69,0
176172,3,Same City,ATM,Afternoon,62,0
82886,5,Same City,ATM,Evening,72,0
70005,8,Same City,ATM,Night,107,0
47583,1,Same City,ATM,Afternoon,50,0
147712,5,Different City,Mobile,Night,114,0
190142,2,Same City,ATM,Evening,114,0
47822,10,Same City,POS,Afternoon,54,0
131176,6,Different City,ATM,Evening,27,0
132657,6,Same City,ATM,Night,90,0
11969,10,International,ATM,Evening,26,0
112492,1,International,ATM,Night,55,0
30683,5,Same City,ATM,Evening,87,0
61655,7,Different City,ATM,Afternoon,44,0
133218,7,Same City,Mobile,Afternoon,97,0
115333,7,Different City,ATM,Afternoon,29,0
6403,8,Same City,Web,Night,120,0
147907,3,Different City,Mobile,Evening,48,0
73843,5,Same City,Web,Afternoon,29,0
194279,5,Different City,ATM,Night,18,0
110298,9,Same City,Web,Evening,50,0
28881,4,Same City,POS,Morning,119,0
127325,4,Different City,POS,Night,102,0
126083,5,Different City,POS,Afternoon,2,0
166684,6,Same City,ATM,Evening,4,0
7737,5,International,Mobile,Evening,35,0
128230,6,Different City,Mobile,Afternoon,66,0
11809,9,Same City,Mobile,Morning,23,0
82943,9,Different City,Web,Morning,90,0
193565,10,Different City,POS,Afternoon,26,0
58671,8,Same City,Web,Night,98,0
95443,10,International,POS,Morning,65,1
119106,10,Same City,ATM,Evening,29,0
52023,7,International,ATM,Evening,115,0
167670,5,International,POS,Afternoon,26,0
101566,1,Different City,POS,Afternoon,62,0
57473,4,International,Mobile,Afternoon,55,0
137668,3,International,Web,Evening,102,0
20491,4,Same City,ATM,Night,36,0
150851,2,Same City,Web,Afternoon,62,0
133427,5,Different City,ATM,Morning,54,0
185756,7,International,POS,Afternoon,72,1
137205,6,Same City,Web,Morning,64,0
147402,3,International,Mobile,Night,39,0
147417,10,Same City,ATM,Afternoon,110,0
77120,5,International,POS,Night,108,0
120336,7,International,Mobile,Night,110,1
10427,6,International,Web,Afternoon,94,0
47736,4,Different City,ATM,Afternoon,81,0
69878,6,Same City,POS,Night,103,0
10859,10,Same City,ATM,Afternoon,34,0
85971,10,Different City,POS,Afternoon,66,0
78504,8,Same City,Web,Evening,16,0
168413,5,Same City,Web,Evening,86,0
77313,5,Same City,Web,Morning,15,0
188581,9,Different City,Mobile,Evening,50,0
102115,1,International,ATM,Evening,17,0
15213,3,International,Mobile,Night,114,0
106436,10,Different City,ATM,Afternoon,24,0
179128,3,Different City,POS,Evening,2,0
142434,3,Different City,Web,Night,99,0
78765,6,Different City,POS,Night,77,0
57136,1,Same City,Mobile,Night,40,0
120236,5,Different City,ATM,Morning,104,0
199150,10,Different City,Mobile,Morning,2,0
20291,6,Different City,POS,Night,66,0
95827,10,International,Web,Morning,35,1
195457,8,International,Web,Night,93,1
115487,7,Different City,Mobile,Afternoon,107,0
149582,8,Same City,Mobile,Afternoon,14,0
81321,5,Same City,ATM,Evening,51,0
168317,10,Same City,ATM,Afternoon,54,0
188112,4,International,POS,Morning,41,0
198199,8,Same City,ATM,Evening,1,0
112406,6,Same City,POS,Evening,109,0
15946,2,Same City,POS,Night,97,0
170197,8,International,Web,Afternoon,14,1
33257,4,Different City,Mobile,Afternoon,45,0
155454,6,Same City,POS,Night,95,0
22898,7,International,Mobile,Night,50,0
197440,4,Different City,ATM,Evening,98,0
157636,6,International,ATM,Morning,5,1
17131,2,Different City,POS,Evening,39,0
185911,6,Same City,ATM,Morning,94,0
13845,6,International,POS,Afternoon,55,0
65662,10,Different City,POS,Night,46,0
3678,5,Different City,Mobile,Evening,104,0
5849,7,International,Web,Night,41,0
186434,6,International,Web,Evening,52,1
1883,9,Different City,ATM,Night,53,0
132977,4,Different City,Mobile,Afternoon,111,0
166960,3,International,Web,Morning,38,0
85697,7,Different City,ATM,Afternoon,68,0
137831,9,Different City,ATM,Morning,99,0
107393,6,Same City,Mobile,Evening,105,0
35645,6,Same City,POS,Morning,12,0
162421,5,Same City,POS,Afternoon,66,0
49849,1,International,ATM,Morning,114,0
167067,8,International,POS,Morning,46,1
80860,3,Different City,ATM,Night,65,0
107859,1,Different City,POS,Evening,106,0
31712,9,Different City,Mobile,Night,58,0
79524,1,Same City,Web,Night,39,0
174952,6,Different City,ATM,Afternoon,112,0
100356,5,Same City,POS,Evening,16,0
39126,2,Same City,ATM,Evening,13,0
183636,5,International,POS,Evening,102,0
20464,3,Same City,POS,Afternoon,28,0
183948,7,Different City,Web,Evening,6,0
25419,7,Same City,POS,Morning,106,0
187839,2,Same City,Mobile,Evening,8,0
3290,1,International,ATM,Afternoon,119,0
169963,6,Same City,POS,Morning,95,0
183932,2,International,POS,Evening,98,0
162011,1,Different City,ATM,Night,120,0
115229,9,Same City,Web,Evening,77,0
28749,10,International,ATM,Evening,29,0
105538,3,Same City,POS,Night,21,0
170622,4,Different City,ATM,Evening,79,0
122504,9,International,ATM,Afternoon,27,1
61161,1,International,ATM,Afternoon,46,0
68655,5,Same City,POS,Afternoon,11,0
87634,1,International,POS,Night,49,0
173647,8,Different City,ATM,Evening,102,0
198323,4,International,Mobile,Night,11,0
194819,10,Different City,ATM,Morning,108,0
78997,8,Different City,POS,Night,35,0
84511,7,Different City,Mobile,Afternoon,74,0
142504,6,Same City,Web,Night,43,0
54707,10,International,ATM,Evening,45,0
69910,9,Different City,POS,Evening,24,0
65503,1,International,Mobile,Morning,68,0
187661,9,International,Web,Morning,117,1
165808,7,International,Web,Night,32,1
6947,7,International,ATM,Morning,67,0
112510,9,Same City,ATM,Evening,11,0
29009,10,Same City,Web,Afternoon,71,0
102308,2,Different City,Web,Night,114,0
144728,5,Same City,Web,Night,114,0
189692,10,Same City,Mobile,Evening,95,0
94832,1,Same City,Mobile,Afternoon,52,0
154895,8,Different City,Mobile,Night,111,0
140090,3,Same City,ATM,Night,7,0
87260,3,International,Mobile,Evening,28,0
36722,5,Same City,Mobile,Evening,101,0
35798,8,Different City,ATM,Night,118,0
1707,4,Same City,ATM,Morning,28,0
11415,8,Different City,Mobile,Night,90,0
144096,9,Different City,Web,Morning,16,0
162866,4,Different City,Mobile,Afternoon,26,0
120483,10,International,Mobile,Afternoon,52,1
194551,10,International,Web,Afternoon,103,1
102417,7,Different City,Web,Evening,89,0
159175,6,Different City,Mobile,Evening,76,0
42038,10,Different City,Mobile,Afternoon,31,0
101566,9,Different City,ATM,Evening,80,0
2295,8,Same City,ATM,Afternoon,79,0
27207,6,Same City,Mobile,Morning,26,0
37551,6,International,Web,Evening,97,0
15898,9,International,Mobile,Morning,53,0
55974,4,Different City,Web,Night,84,0
139907,10,Different City,Mobile,Night,27,0
193792,4,International,POS,Evening,20,0
184642,1,Same City,Mobile,Afternoon,2,0
64649,8,Same City,ATM,Afternoon,77,0
44866,9,International,Web,Night,25,0
64911,1,Same City,ATM,Evening,102,0
124451,4,Different City,POS,Morning,111,0
23167,5,Different City,POS,Morning,59,0
119407,9,Different City,ATM,Morning,38,0
188655,6,Different City,Mobile,Afternoon,44,0
33770,4,Same City,POS,Afternoon,101,0
5047,9,Different City,Mobile,Evening,24,0
187139,1,Same City,Mobile,Evening,57,0
112068,2,International,POS,Evening,68,0
65557,10,Same City,POS,Night,96,0
3663,8,International,Mobile,Morning,73,0
161083,5,International,ATM,Evening,115,0
22379,1,Same City,Web,Night,56,0
159189,10,Different City,POS,Afternoon,32,0
12982,4,Same City,ATM,Night,42,0
131319,4,International,ATM,Night,89,0
136949,10,Same City,Mobile,Afternoon,44,0
62466,4,Different City,POS,Night,84,0
48685,10,Different City,ATM,Morning,81,0
190440,8,Different City,Web,Afternoon,109,0
58039,4,Same City,POS,Afternoon,53,0
45040,3,International,POS,Evening,44,0
176438,2,Different City,Web,Evening,48,0
41390,6,Same City,ATM,Afternoon,101,0
80362,9,Different City,Web,Afternoon,65,0
111975,10,Same City,Web,Morning,11,0
39143,5,Same City,ATM,Night,10,0
158928,2,Same City,Web,Night,37,0
145564,9,Different City,ATM,Morning,59,0
189716,6,Different City,POS,Morning,119,0
103618,2,International,ATM,Afternoon,47,0
84072,6,Different City,Web,Afternoon,8,0
4658,1,International,Web,Evening,108,0
157961,4,International,POS,Evening,8,0
127032,2,Same City,ATM,Afternoon,94,0
45581,7,Different City,ATM,Morning,8,0
98597,10,Different City,Mobile,Afternoon,86,0
191649,6,Same City,Web,Morning,77,0
132135,5,Same City,Web,Night,37,0
5975,9,International,Web,Evening,118,0
197015,7,Same City,Mobile,Morning,91,0
135413,9,Different City,Web,Night,96,0
171644,1,International,POS,Afternoon,112,0
194930,8,Different City,ATM,Afternoon,9,0
39277,3,Same City,POS,Evening,34,0
33266,1,Same City,Mobile,Evening,18,0
161054,10,International,POS,Afternoon,78,1
170307,2,International,ATM,Afternoon,72,0
165229,2,International,POS,Evening,66,0
60643,6,International,Web,Morning,56,0
44375,6,Same City,POS,Night,21,0
49361,3,Different City,POS,Afternoon,1,0
62826,10,Different City,Mobile,Night,120,0
146426,8,International,Mobile,Night,24,1
106423,10,Same City,POS,Afternoon,43,0
123372,10,International,POS,Evening,81,1
37974,4,Same City,ATM,Morning,63,0
188956,1,Same City,Web,Morning,81,0
74083,3,Different City,ATM,Afternoon,60,0
110295,8,Different City,ATM,Morning,35,0
120835,1,International,ATM,Night,17,0
165708,7,International,POS,Morning,34,1
74404,4,Same City,Mobile,Afternoon,79,0
222,6,International,POS,Night,26,0
84089,8,Different City,Web,Night,62,0
2600,3,Different City,Web,Afternoon,8,0
138213,5,Same City,Web,Morning,24,0
119570,4,International,POS,Morning,118,0
489,8,Different City,Mobile,Morning,88,0
34745,9,Same City,POS,Evening,23,0
18275,5,Same City,Web,Evening,100,0
6723,2,Different City,POS,Night,16,0
114612,6,Different City,Mobile,Night,79,0
8555,5,Same City,POS,Night,49,0
125264,8,International,Web,Night,13,1
83612,7,Different City,ATM,Morning,47,0
140553,8,Different City,Mobile,Evening,108,0
54343,6,Different City,Mobile,Evening,22,0
54872,5,International,POS,Night,55,0
192880,8,International,POS,Evening,14,1
60620,5,International,POS,Morning,33,0
114922,5,Same City,ATM,Evening,17,0
65055,2,International,Web,Evening,3,0
37205,1,International,Mobile,Evening,85,0
161480,7,Same City,Web,Night,95,0
34296,9,Different City,ATM,Morning,20,0
189662,9,International,ATM,Morning,94,1
182789,1,Same City,ATM,Evening,85,0
152385,10,International,Mobile,Afternoon,47,1
114807,7,International,ATM,Night,85,1
106741,4,Same City,POS,Night,59,0
135802,6,Same City,ATM,Afternoon,91,0
118295,9,Different City,POS,Evening,22,0
62238,4,International,Mobile,Afternoon,45,0
148228,9,International,Web,Morning,86,1
68356,3,Different City,Web,Morning,60,0
123148,9,Same City,Mobile,Night,57,0
29249,5,Different City,Mobile,Afternoon,38,0
94630,4,Same City,ATM,Afternoon,1,0
97837,3,International,ATM,Morning,97,0
84229,8,Same City,POS,Morning,47,0
134061,8,International,Web,Evening,83,1
41009,1,Same City,POS,Morning,97,0
77594,8,Same City,Mobile,Morning,82,0
138266,4,Different City,POS,Morning,62,0
171880,8,Different City,Mobile,Morning,70,0
52703,7,Different City,POS,Morning,57,0
144434,4,International,ATM,Evening,119,0
199414,1,International,Mobile,Evening,61,0
41039,1,Same City,ATM,Night,55,0
84608,4,International,POS,Afternoon,88,0
187707,2,Different City,POS,Evening,113,0
26823,10,Same City,POS,Night,57,0
180126,7,Same City,Mobile,Morning,68,0
156080,5,Different City,Web,Night,88,0
129848,9,Same City,Mobile,Evening,19,0
7774,5,Different City,Mobile,Evening,36,0
72401,4,Different City,Mobile,Afternoon,40,0
87284,2,Different City,ATM,Night,22,0
71870,7,International,ATM,Evening,18,0
33898,7,Same City,Web,Night,102,0
128134,7,International,Web,Evening,40,1
175782,7,Same City,ATM,Morning,85,0
108932,5,Different City,Web,Evening,83,0
23986,1,International,POS,Evening,69,0
88386,4,Different City,Mobile,Morning,37,0
12906,6,International,POS,Afternoon,71,0
184327,3,Same City,POS,Morning,17,0
161177,8,International,Web,Morning,62,1
96684,8,Different City,Web,Morning,29,0
77294,6,Same City,Mobile,Night,11,0
178472,7,International,ATM,Afternoon,91,1
72922,1,Different City,ATM,Evening,110,0
150720,2,Different City,Web,Evening,39,0
178641,6,International,Mobile,Morning,60,1
168591,10,Different City,ATM,Evening,27,0
139693,8,Same City,ATM,Morning,28,0
42168,10,International,Mobile,Night,80,0
98578,3,Different City,POS,Evening,8,0
24465,6,Same City,Web,Night,100,0
64994,7,International,ATM,Night,107,0
101267,10,International,Mobile,Afternoon,90,1
159001,7,International,Web,Night,50,1
22059,2,Same City,Web,Afternoon,62,0
104306,8,Different City,Mobile,Morning,38,0
115617,3,Different City,ATM,Night,77,0
44044,2,Different City,Mobile,Evening,82,0
154738,7,International,Web,Night,114,1
109304,6,Same City,Mobile,Night,45,0
122938,8,Same City,Web,Night,45,0
195821,1,Different City,Web,Evening,88,0
140635,8,International,Mobile,Night,109,1
102685,4,Same City,POS,Afternoon,43,0
171336,3,Same City,ATM,Night,61,0
97339,4,Same City,Web,Afternoon,57,0
134291,9,Same City,Web,Morning,59,0
112953,8,Different City,Mobile,Night,113,0
181774,7,Different City,POS,Evening,117,0
158705,10,Same City,Web,Afternoon,89,0
21390,9,Different City,POS,Afternoon,42,0
49590,2,International,POS,Evening,11,0
83830,5,International,ATM,Afternoon,20,0
159219,9,Same City,POS,Afternoon,84,0
42051,9,Different City,Web,Morning,15,0
20917,9,Different City,Mobile,Afternoon,100,0
123093,3,Same City,ATM,Night,16,0
11241,1,Same City,Web,Night,28,0
2258,4,Same City,POS,Morning,104,0
32436,6,Different City,ATM,Evening,115,0
141203,10,International,Mobile,Evening,50,1
171029,8,International,POS,Night,40,1
123312,2,Same City,Web,Night,116,0
159019,5,Different City,POS,Night,18,0
127906,9,Different City,Mobile,Morning,87,0
184349,2,Different City,POS,Night,20,0
123881,8,International,ATM,Morning,113,1
102121,1,Same City,POS,Morning,72,0
43463,6,Different City,POS,Night,60,0
71855,2,Different City,Mobile,Morning,58,0
36883,1,Different City,Web,Afternoon,111,0
41824,10,Different City,POS,Morning,61,0
25817,3,Different City,POS,Morning,95,0
177909,8,International,POS,Morning,63,1
71055,2,Same City,ATM,Evening,103,0
137357,8,Same City,ATM,Afternoon,57,0
157577,7,Same City,Web,Afternoon,37,0
107334,8,International,Web,Night,45,1
43746,4,Different City,ATM,Evening,103,0
73908,3,International,ATM,Morning,97,0
97418,1,International,Mobile,Evening,77,0
84004,4,Different City,Mobile,Afternoon,13,0
156561,7,International,Web,Afternoon,89,1
32118,3,Different City,Web,Afternoon,111,0
61595,6,International,ATM,Morning,111,0
35979,6,Same City,Web,Night,64,0
139096,4,Same City,POS,Night,10,0
114778,3,International,ATM,Evening,105,0
105813,2,International,Mobile,Evening,34,0
161006,6,Different City,Mobile,Morning,98,0
96694,5,Different City,Mobile,Morning,32,0
104111,9,Different City,Web,Night,23,0
110249,6,International,Mobile,Afternoon,15,1
48748,1,Same City,ATM,Evening,117,0
123005,10,International,POS,Morning,76,1
155329,9,International,Mobile,Evening,89,1
164720,5,International,POS,Morning,30,0
122536,4,Different City,Mobile,Morning,45,0
188721,5,Different City,Web,Morning,33,0
137435,10,Different City,ATM,Afternoon,34,0
173507,1,Different City,ATM,Evening,18,0
194468,8,International,Web,Night,31,1
3414,1,Different City,POS,Evening,36,0
187799,9,Same City,ATM,Afternoon,3,0
199989,6,Same City,POS,Afternoon,38,0
193335,6,International,Web,Afternoon,78,1
80335,4,Different City,ATM,Morning,116,0
67430,1,Different City,Mobile,Morning,76,0
122898,9,Different City,Mobile,Afternoon,70,0
90703,6,Same City,POS,Night,17,0
25303,4,International,POS,Morning,93,0
5494,10,Different City,POS,Night,100,0
175129,7,International,Mobile,Morning,32,1
144630,8,International,ATM,Morning,101,1
185869,4,International,Web,Morning,29,0
10328,3,Same City,Mobile,Morning,87,0
116987,5,Same City,Mobile,Afternoon,27,0
12612,5,Different City,ATM,Morning,43,0
78931,4,Same City,POS,Afternoon,30,0
35328,9,International,Web,Evening,101,0
36573,4,Different City,ATM,Night,28,0
141731,9,International,Mobile,Evening,14,1
123271,7,Different City,POS,Night,17,0
84062,7,International,ATM,Afternoon,41,1
66989,3,International,Mobile,Night,114,0
139062,9,Same City,ATM,Afternoon,60,0
128778,10,Different City,Mobile,Evening,41,0
110387,8,Same City,Mobile,Afternoon,106,0
44274,3,Different City,Mobile,Evening,93,0
62006,5,International,Mobile,Night,5,0
112716,8,Different City,POS,Night,114,0
146751,5,International,Web,Afternoon,119,0
89211,5,Different City,Web,Night,42,0
154908,4,International,POS,Morning,87,0
105021,10,Different City,POS,Morning,39,0
86496,9,International,Mobile,Night,70,1
74807,4,Different City,Web,Afternoon,93,0
12401,9,Same City,Mobile,Afternoon,104,0
105823,5,Different City,Mobile,Night,23,0
39798,2,International,POS,Evening,59,0
157234,8,Same City,ATM,Evening,40,0
70030,6,Same City,POS,Morning,118,0
